4,2,50,Bolívar
4,2,51,García Moreno
4,2,54,San Vicente De Pusir
4,2,52,Los Andes
4,2,55,San Rafael
4,2,53,Monte Olivo
4,3,50,El Angel
4,3,1,El Ángel
4,3,2,27 De Septiembre
4,3,51,El Goaltal
4,3,53,San Isidro
4,3,52,La Libertad (Alizo)
4,4,50,Mira (Chontahuasi)
4,4,51,Concepción
4,4,53,Juan Montalvo (San Ignacio De Quil)
4,4,52,Jijón Y Caamaño (Cab. En Río Blanco)
4,5,50,San Gabriel
4,5,1,González Suárez
4,5,2,San José
4,5,51,Cristóbal Colón
4,5,54,La Paz
4,5,52,Chitán De Navarrete
4,5,55,Piartal
4,5,53,Fernández Salvador
4,6,50,Huaca
4,6,51,Mariscal Sucre
5,1,50,Latacunga
5,1,1,Eloy Alfaro  (San Felipe) 
5,1,4,La Matriz
5,1,2,Ignacio Flores (Parque Flores) 
5,1,5,San Buenaventura
5,1,3,Juan Montalvo (San Sebastián)
5,1,51,Alaques (Aláquez) 
5,1,58,Poaló
5,1,52,Belisario Quevedo (Guanailín)
5,1,59,San Juan De Pastocalle
5,1,53,Guaitacama (Guaytacama) 
5,1,60,Sigchos
5,1,54,Joseguango Bajo
5,1,61,Tanicuchí
5,1,55,Las Pampas
5,1,62,Toacaso
5,1,56,Mulaló
5,1,63,Palo Quemado
5,1,57,11 De Noviembre (Ilinchisi)
5,2,50,La Maná
5,2,1,El Carmen
5,2,3,El Triunfo
5,2,2,La Maná 
5,2,51,Guasaganda (Cab.En Guasaganda 
5,2,52,Pucayacu
5,3,50,El Corazón
5,3,51,Moraspungo
5,3,53,Ramón Campaña
5,3,52,Pinllopata
5,4,50,Pujilí
5,4,51,Angamarca
5,4,55,La Victoria
5,4,52,Chucchilán (Chugchilán) 
5,4,56,Pilaló
5,4,53,Guangaje
5,4,57,Tingo
5,4,54,Isinlibí (Isinliví) 
5,4,58,Zumbahua
5,5,50,San Miguel
5,5,51,Antonio José Holguín  (Santa Lucía)
5,5,54,Mulliquindil (Santa Ana)
5,5,52,Cusubamba
5,5,55,Pansaleo
5,5,53,Mulalillo
5,6,50,Saquisilí
5,6,51,Canchagua
5,6,53,Cochapamba
5,6,52,Chantilín
5,7,50,Sigchos
5,7,51,Chugchillán
5,7,53,Las Pampas
5,7,52,Isinliví
5,7,54,Palo Quemado
6,1,50,Riobamba
6,1,1,Lizarzaburu
6,1,4,Veloz
6,1,2,Maldonado
6,1,5,Yaruquíes
6,1,3,Velasco
6,1,51,Cacha (Cab. En Machángara) 
6,1,57,Pungalá
6,1,52,Calpi
6,1,58,Punín
6,1,53,Cubijíes
6,1,59,Quimiag
6,1,54,Flores
6,1,60,San Juan
6,1,55,Licán
6,1,61,San Luis
6,1,56,Licto
6,2,50,Alausí
6,2,51,Achupallas
6,2,56,Pistishí (Nariz Del Diablo)
6,2,52,Cumandá
6,2,57,Pumallacta
6,2,53,Guasuntos
6,2,58,Sevilla
6,2,54,Huigra
6,2,59,Sibambe
6,2,55,Multitud
6,2,60,Tixán
6,3,50,Villa La Unión (Cajabamba)
6,3,1,Cajabamba
6,3,2,Sicalpa
6,3,51,Cañi
6,3,53,Juan De Velasco (Pangor)
6,3,52,Columbe
6,3,54,Santiago De Quito (Cab. En San Antonio De Quito)
6,4,50,Chambo
6,5,50,Chunchi
6,5,51,Capzol
6,5,53,Gonzol
6,5,52,Compud
6,5,54,Llagos
6,6,50,Guamote
6,6,51,Cebadas
6,6,52,Palmira
6,7,50,Guano
6,7,1,El Rosario
6,7,2,La Matriz
6,7,51,Guanando
6,7,56,San Isidro De Patulú
6,7,52,Ilapo
6,7,57,San José Del Chazo
6,7,53,La Providencia
6,7,58,Santa Fé De Galán
6,7,54,San Andrés
6,7,59,Valparaíso
6,7,55,San Gerardo De Pacaicaguán
6,8,50,Pallatanga
6,9,50,Penipe
6,9,51,El Altar
6,9,54,San Antonio De Bayushig
6,9,52,Matus
6,9,55,La Candelaria
6,9,53,Puela
6,9,56,Bilbao (Cab.En Quilluyacu)
6,10,50,Cumandá
7,1,50,Machala
7,1,1,La Providencia
7,1,4,Nueve De Mayo
7,1,2,Machala
7,1,5,El Cambio
7,1,3,Puerto Bolívar
7,1,51,El Cambio
7,1,52,El Retiro
7,2,50,Arenillas
7,2,51,Chacras
7,2,54,Palmales
7,2,52, La Libertad
7,2,55,Carcabón
7,2,53,Las Lajas (Cab. En La Victoria) 
7,3,50,Paccha
7,3,51,Ayapamba
7,3,54,San José
7,3,52,Cordoncillo
7,3,55,San Juan De Cerro Azul
7,3,53,Milagro
7,4,50,Balsas
7,4,51,Bellamaría
7,5,50,Chilla
7,6,50,El Guabo
7,6,51,Barbones (Sucre) 
7,6,53,Tendales (Cab.En Puerto Tendales)
7,6,52,La Iberia
7,6,54,Río Bonito
7,7,50,Huaquillas
7,7,1,Ecuador
7,7,4,Milton Reyes
7,7,2,El Paraíso
7,7,5,Unión Lojana
7,7,3,Hualtaco
7,8,50,Marcabelí
7,8,51,El Ingenio
7,9,50,Pasaje
7,9,1,Bolívar
7,9,3,Ochoa León (Matriz)
7,9,2,Loma De Franco
7,9,4,Tres Cerritos
7,9,51,Buenavista
7,9,54,Progreso
7,9,52,Casacay
7,9,55,Uzhcurrumi
7,9,53,La Peaña
7,9,56,Cañaquemada 
7,10,50,Piñas
7,10,1,La Matriz
7,10,3,Piñas Grande
7,10,2,La Susaya
7,10,51,Capiro (Cab. En La Capilla De Capiro)
7,10,54,Piedras
7,10,52,La Bocana
7,10,55,San Roque (Ambrosio Maldonado)
7,10,53,Moromoro (Cab. En El Vado)
7,10,56,Saracay
7,11,50,Portovelo
7,11,51,Curtincapa
7,11,53,Salatí
7,11,52,Morales
7,12,50,Santa Rosa
7,12,1,Santa Rosa
7,12,4,Jumón (Satélite)
7,12,2,Puerto Jelí
7,12,5,Nuevo Santa Rosa
7,12,3,Balneario Jambelí (Satélite)
7,12,51,Bellavista
7,12,55,Torata
7,12,52,Jambelí
7,12,56,Victoria
7,12,53,La Avanzada
7,12,57,Bellamaría
7,12,54,San Antonio
7,13,50,Zaruma
7,13,51,Abañín
7,13,56,Malvas
7,13,52,Arcapamba
7,13,57,Muluncay Grande
7,13,53,Guanazán
7,13,58,Sinsao
7,13,54,Guizhaguiña
7,13,59,Salvias
7,13,55,Huertas
7,14,50,La Victoria
7,14,1,La Victoria
7,14,3,Valle Hermoso
7,14,2,Platanillos
7,14,51,La Libertad
7,14,53,San Isidro
7,14,52,El Paraíso 
8,1,50,Esmeraldas
8,1,1,Bartolomé Ruiz (César Franco Carrión) 
8,1,4,Luis Tello  (Las Palmas)
8,1,2,5 De Agosto
8,1,5,Simón Plata Torres
8,1,3,Esmeraldas
8,1,51,Atacames
8,1,60,Montalvo (Cab. En Horqueta)
8,1,52,Camarones (Cab. En San Vicente) 
8,1,61,Río Verde
8,1,53,Crnel. Carlos Concha Torres (Cab.En Huele)
8,1,62,Rocafuerte
8,1,54,Chinca
8,1,63,San Mateo
8,1,55,Chontaduro
8,1,64,Súa (Cab. En La Bocana)
8,1,56,Chumundé
8,1,65,Tabiazo
8,1,57,Lagarto
8,1,66,Tachina
8,1,58,La Unión
8,1,67,Tonchigüe
8,1,59,Majua
8,1,68,Vuelta Larga
8,2,50,Valdez (Limones)
8,2,51,Anchayacu
8,2,58,San Francisco De Onzole
8,2,52,Atahualpa (Cab. En Camarones) 
8,2,59,Santo Domingo De Onzole
8,2,53,Borbón
8,2,60,Selva Alegre
8,2,54,La Tola
8,2,61,Telembí
8,2,55,Luis Vargas Torres (Cab. En Playa De Oro)
8,2,62,Colón Eloy Del María
8,2,56,Maldonado
8,2,63,San José De Cayapas
8,2,57,Pampanal De Bolívar     
8,2,64,Timbiré
8,2,65,Santa Lucía De Las Peñas
8,3,50,Muisne
8,3,51,Bolívar
8,3,55,Salima
8,3,52,Daule
8,3,56,San Francisco
8,3,53,Galera
8,3,57,San Gregorio
8,3,54,Quingue (Olmedo Perdomo Franco) 
8,3,58,San José De Chamanga (Cab.En Chamanga)
8,4,50,Rosa Zárate (Quinindé)
8,4,51,Cube
8,4,54,Viche
8,4,52,Chura (Chancama) (Cab. En El Yerbero)
8,4,55,La Unión
8,4,53,Malimpia
8,5,50,San Lorenzo
8,5,51,Alto Tambo (Cab. En Guadual) 
8,5,57,Mataje (Cab. En Santander)
8,5,52,Ancón (Pichangal) (Cab. En Palma Real) 
8,5,58,San Javier De Cachaví (Cab. En San Javier) 
8,5,53,Calderón
8,5,59,Santa Rita
8,5,54,Carondelet
8,5,60,Tambillo
8,5,55,5 De Junio (Cab. En Uimbi) 
8,5,61,Tululbí (Cab. En Ricaurte)
8,5,56,Concepción
8,5,62,Urbina
8,6,50,Atacames
8,6,51,La Unión
8,6,53,Tonchigüe
8,6,52,Súa  (Cab. En La Bocana) 
8,6,54,Tonsupa
8,7,50,Rioverde
8,7,51,Chontaduro
8,7,54,Montalvo (Cab. En Horqueta) 
8,7,52,Chumundé
8,7,55,Rocafuerte
8,7,53,Lagarto
8,8,50,La Concordia
8,8,51,Monterrey
8,8,53,Plan Piloto
8,8,52,La Villegas
9,1,50,Guayaquil
9,1,1,Ayacucho
9,1,9,Roca
9,1,2,Bolívar  (Sagrario) 
9,1,10,Rocafuerte
9,1,3,Carbo (Concepción) 
9,1,11,Sucre
9,1,4,Febres Cordero
9,1,12,Tarqui
9,1,5,García Moreno
9,1,13,Urdaneta
9,1,6,Letamendi
9,1,14,Ximena
9,1,7,Nueve De Octubre
9,1,15,Pascuales
9,1,8,Olmedo  (San Alejo) 
9,1,51,Chongón
9,1,55,Playas (Gral. Villamil)
9,1,52,Juan Gómez Rendón (Progreso) 
9,1,56,Posorja
9,1,53,Morro
9,1,57,Puná
9,1,54,Pascuales
9,1,58,Tenguel
9,2,50,Alfredo Baquerizo Moreno (Juján)
9,3,50,Balao
9,4,50,Balzar
9,5,50,Colimes
9,5,51,San Jacinto
9,6,50,Daule
9,6,1,Daule
9,6,5,Magro
9,6,2,La Aurora (Satélite)
9,6,6,Padre Juan Bautista Aguirre
9,6,3,Banife
9,6,7,Santa Clara
9,6,4,Emiliano Caicedo Marcos
9,6,8,Vicente Piedrahita
9,6,51,Isidro Ayora (Soledad) 
9,6,55,Lomas De Sargentillo
9,6,52,Juan Bautista Aguirre (Los Tintos) 
9,6,56,Los Lojas (Enrique Baquerizo Moreno)
9,6,53,Laurel
9,6,57,Piedrahita (Nobol)
9,6,54,Limonal
9,7,50,Eloy Alfaro (Durán)
9,7,1,Eloy Alfaro (Durán)
9,7,2,El Recreo
9,8,50,Velasco Ibarra (El Empalme)
9,8,51,Guayas (Pueblo Nuevo) 
9,8,52,El Rosario
9,9,50,El Triunfo
9,10,50,Milagro
9,10,51,Chobo
9,10,53,Mariscal Sucre (Huaques)
9,10,52,General Elizalde (Bucay) 
9,10,54,Roberto Astudillo (Cab. En Cruce De Venecia) 
9,11,50,Naranjal
9,11,51,Jesús María
9,11,53,Santa Rosa De Flandes
9,11,52,San Carlos
9,11,54,Taura
9,12,50,Naranjito
9,13,50,Palestina
9,14,50,Pedro Carbo
9,14,51,Valle De La Virgen 
9,14,52,Sabanilla
9,16,50,Samborondón
9,16,1,Samborondón
9,16,2,La Puntilla (Satélite)
9,16,51,Tarifa
9,18,50,Santa Lucía
9,19,50,El Salitre (Las Ramas)
9,19,1,Bocana
9,19,4,Paraíso
9,19,2,Candilejos
9,19,5,San Mateo
9,19,3,Central
9,19,51,Gral. Vernaza (Dos Esteros) 
9,19,53,Junquillal
9,19,52,La Victoria (Ñauza)
9,20,50,San Jacinto De Yaguachi
9,20,51,Crnel. Lorenzo De Garaicoa (Pedregal) 
9,20,54,Simón Bolívar
9,20,52,Crnel. Marcelino Maridueña (San Carlos)
9,20,55,Yaguachi Viejo (Cone)
9,20,53,Gral. Pedro J. Montero (Boliche) 
9,20,56,Virgen De Fátima
9,21,50,General Villamil (Playas)
9,22,50,Simón Bolívar
9,22,51,Crnel.Lorenzo De Garaicoa (Pedregal)
9,23,50,Coronel Marcelino Maridueña (San Carlos)
9,24,50,Lomas De Sargentillo
9,24,51,Isidro Ayora (Soledad)
9,25,50,Narcisa De Jesús (Nobol)
9,27,50,General Antonio Elizalde (Bucay)
9,28,50,Isidro Ayora
10,1,50,San Miguel De Ibarra
10,1,1,Caranqui
10,1,4,San Francisco
10,1,2,Guayaquil De Alpachaca
10,1,5,La Dolorosa Del Priorato
10,1,3,Sagrario
10,1,51,Ambuquí
10,1,55,Lita
10,1,52,Angochagua
10,1,56,Salinas
10,1,53,Carolina
10,1,57,San Antonio
10,1,54,La Esperanza
10,2,50,Atuntaqui
10,2,1,Andrade Marín  (Lourdes) 
10,2,2,Atuntaqui
10,2,51,Imbaya (San Luis De Cobuendo) 
10,2,53,San José De Chaltura
10,2,52,San Francisco De Natabuela
10,2,54,San Roque
10,3,50,Cotacachi
10,3,1,Sagrario
10,3,2,San Francisco
10,3,51,Apuela
10,3,56,Quiroga
10,3,52,García Moreno  (Llurimagua) 
10,3,57,6 De Julio De Cuellaje (Cab. En Cuellaje)
10,3,53,Imantag
10,3,58,Vacas Galindo (El Churo) (Cab.En San Miguel Alto)
10,3,54,Peñaherrera
10,3,55,Plaza Gutiérrez  (Calvario) 
10,4,50,Otavalo
10,4,1,Jordán
10,4,2,San Luis
10,4,51,Dr. Miguel Egas Cabezas (Peguche) 
10,4,56,San Juan De Ilumán
10,4,52,Eugenio Espejo (Calpaquí) 
10,4,57,San Pablo
10,4,53,González Suárez
10,4,58,San Rafael
10,4,54,Pataquí
10,4,59,Selva Alegre (Cab.En San Miguel De Pamplona)
10,4,55,San José De Quichinche 
10,5,50,Pimampiro
10,5,51,Chugá
10,5,53,San Francisco De Sigsipamba
10,5,52,Mariano Acosta
10,6,50,Urcuquí Cabecera Cantonal
10,6,51,Cahuasquí
10,6,54,San Blas
10,6,52,La Merced De Buenos Aires
10,6,55,Tumbabiro
10,6,53,Pablo Arenas
11,1,50,Loja
11,1,1,El Sagrario
11,1,3,Sucre
11,1,2,San Sebastián
11,1,4,Valle
11,1,51,Chantaco
11,1,58,San Pedro De Vilcabamba
11,1,52,Chuquiribamba
11,1,59,Santiago
11,1,53,El Cisne
11,1,60,Taquil (Miguel Riofrío)
11,1,54,Gualel
11,1,61,Vilcabamba  (Victoria)
11,1,55,Jimbilla
11,1,62,Yangana (Arsenio Castillo)
11,1,56,Malacatos (Valladolid) 
11,1,63,Quinara
11,1,57,San Lucas
11,2,50,Cariamanga
11,2,1,Cariamanga
11,2,3,San Vicente
11,2,2,Chile
11,2,51,Colaisaca
11,2,53,Utuana
11,2,52,El Lucero
11,2,54,Sanguillín
11,3,50,Catamayo (La Toma)
11,3,1,Catamayo
11,3,2,San José
11,3,51,El Tambo
11,3,53,San Pedro De La Bendita
11,3,52,Guayquichuma
11,3,54,Zambi
11,4,50,Celica
11,4,51,Cruzpamba (Cab. En Carlos Bustamante)
11,4,55,Pozul (San Juan De Pozul)
11,4,52,Chaquinal
11,4,56,Sabanilla
11,4,53,12 De Diciembre (Cab. En Achiotes)
11,4,57,Tnte. Maximiliano Rodríguez Loaiza 
11,4,54,Pindal (Federico Páez)
11,5,50,Chaguarpamba
11,5,51,Buenavista
11,5,53,Santa Rufina
11,5,52,El Rosario
11,5,54,Amarillos
11,6,50,Amaluza
11,6,51,Bellavista
11,6,54,27 De Abril (Cab. En La Naranja) 
11,6,52,Jimbura
11,6,55,El Ingenio
11,6,53,Santa Teresita
11,6,56,El Airo
11,7,50,Gonzanamá
11,7,51,Changaimina (La Libertad) 
11,7,55,Quilanga (La Paz)
11,7,52,Fundochamba
11,7,56,Sacapalca
11,7,53,Nambacola
11,7,57,San Antonio De Las Aradas (Cab. En Las Aradas)
11,7,54,Purunuma (Eguiguren) 
11,8,50,Macará
11,8,1,General Eloy Alfaro (San Sebastián) 
11,8,2,Macará  (Manuel Enrique Rengel Suquilanda)
11,8,51,Larama
11,8,53,Sabiango (La Capilla)
11,8,52,La Victoria
11,9,50,Catacocha
11,9,1,Catacocha
11,9,2,Lourdes
11,9,51,Cangonamá
11,9,56,Orianga
11,9,52,Guachanamá
11,9,57,San Antonio
11,9,53,La Tingue
11,9,58,Casanga
11,9,54,Lauro Guerrero
11,9,59,Yamana
11,9,55,Olmedo (Santa Bárbara)
11,10,50,Alamor
11,10,51,Ciano
11,10,54,Mercadillo
11,10,52,El Arenal
11,10,55,Vicentino
11,10,53,El Limo (Mariana De Jesús)
11,11,50,Saraguro
11,11,51,El Paraíso De Celén
11,11,56,San Pablo De Tenta
11,11,52,El Tablón  
11,11,57,San Sebastián De Yúluc
11,11,53,Lluzhapa
11,11,58,Selva Alegre
11,11,54,Manú
11,11,59,Urdaneta (Paquishapa)
11,11,55,San Antonio De Qumbe (Cumbe)
11,11,60,Sumaypamba
11,12,50,Sozoranga
11,12,51,Nueva Fátima
11,12,52,Tacamoros
11,13,50,Zapotillo
11,13,51,Mangahurco
11,13,54,Paletillas
11,13,52,Garzareal
11,13,55,Bolaspamba
11,13,53,Limones
11,13,56,Cazaderos
11,14,50,Pindal
11,14,51,Chaquinal
11,14,53,Milagros
11,14,52,12 De Diciembre (Cab.En Achiotes)
11,15,50,Quilanga
11,15,51,Fundochamba
11,15,52,San Antonio De Las Aradas (Cab. En Las Aradas)
11,16,50,Olmedo
11,16,51,La Tingue
12,1,50,Babahoyo
12,1,1,Clemente Baquerizo
12,1,3,Barreiro
12,1,2,Dr. Camilo Ponce 
12,1,4,El Salto
12,1,51,Barreiro (Santa Rita) 
12,1,54,Pimocha
12,1,52,Caracol
12,1,55,La Unión
12,1,53,Febres Cordero (Las Juntas) 
12,2,50,Baba
12,2,51,Guare
12,2,52,Isla De Bejucal
12,3,50,Montalvo
12,3,51,La Esmeralda
12,4,50,Puebloviejo
12,4,51,Puerto Pechiche
12,4,52,San Juan
12,5,50,Quevedo
12,5,1,Quevedo
12,5,6,San Cristóbal
12,5,2,San Camilo
12,5,7,Siete De Octubre
12,5,3,San José
12,5,8,24 De Mayo
12,5,4,Guayacán
12,5,9,Venus Del Río Quevedo
12,5,5,Nicolás Infante Díaz
12,5,10,Viva Alfaro
12,5,51,Buena Fé
12,5,54,Valencia
12,5,52,Mocache
12,5,55,La Esperanza
12,5,53,San Carlos
12,6,50,Catarama
12,6,51,Ricaurte
12,7,50,Ventanas
12,7,1,10 De Noviembre
12,7,51,Quinsaloma
12,7,53,Chacarita
12,7,52,Zapotal
12,7,54,Los Ángeles
12,8,50,Vinces
12,8,51,Antonio Sotomayor (Cab. En Playas De Vinces) 
12,8,52,Palenque
12,9,50,Palenque
12,10,50,San Jacinto De Buena Fé
12,10,1,San Jacinto De Buena Fé
12,10,3,11 De Octubre
12,10,2,7 De Agosto
12,10,51,Patricia Pilar
12,11,50,Valencia
12,12,50,Mocache
12,13,50,Quinsaloma
13,1,50,Portoviejo
13,1,1,Portoviejo
13,1,6,Andrés De Vera
13,1,2,12 De Marzo
13,1,7,Francisco Pacheco
13,1,3,Colón
13,1,8,18 De Octubre
13,1,4,Picoazá
13,1,9,Simón Bolívar
13,1,5,San Pablo
13,1,51,Abdón Calderón (San Francisco)
13,1,55,Riochico (Río Chico)
13,1,52,Alhajuela (Bajo Grande) 
13,1,56,San Plácido
13,1,53,Crucita
13,1,57,Chirijos
13,1,54,Pueblo Nuevo
13,2,50,Calceta
13,2,51,Membrillo
13,2,52,Quiroga
13,3,50,Chone
13,3,1,Chone
13,3,2,Santa Rita
13,3,51,Boyacá
13,3,55,Eloy Alfaro
13,3,52,Canuto
13,3,56,Ricaurte
13,3,53,Convento
13,3,57,San Antonio
13,3,54,Chibunga
13,4,50,El Carmen
13,4,1,El Carmen
13,4,2,4 De Diciembre
13,4,51,Wilfrido Loor Moreira (Maicito)
13,4,52,San Pedro De Suma
13,5,50,Flavio Alfaro
13,5,51,San Francisco De Novillo (Cab. En  
13,5,52,Zapallo
13,6,50,Jipijapa
13,6,1,Dr. Miguel Morán Lucio 
13,6,3,San Lorenzo De Jipijapa
13,6,2,Manuel Inocencio Parrales Y Guale
13,6,51,América
13,6,56,Membrillal
13,6,52,El Anegado (Cab. En Eloy Alfaro)
13,6,57,Pedro Pablo Gómez
13,6,53,Julcuy
13,6,58,Puerto De Cayo
13,6,54,La Unión
13,6,59,Puerto López
13,6,55,Machalilla
13,7,50,Junín
13,8,50,Manta
13,8,1,Los Esteros
13,8,4,Tarqui
13,8,2,Manta
13,8,5,Eloy Alfaro
13,8,3,San Mateo
13,8,51,San Lorenzo
13,8,52,Santa Marianita (Boca De Pacoche)
13,9,50,Montecristi
13,9,1,Anibal San Andrés
13,9,4,General Eloy Alfaro
13,9,2,Montecristi
13,9,5,Leonidas Proaño
13,9,3,El Colorado
13,9,51,Jaramijó
13,9,52,La Pila
13,10,50,Paján
13,10,51,Campozano (La Palma De Paján)
13,10,53,Guale
13,10,52,Cascol
13,10,54,Lascano
13,11,50,Pichincha
13,11,51,Barraganete 
13,11,52,San Sebastián
13,12,50,Rocafuerte
13,13,50,Santa Ana De Vuelta Larga
13,13,1,Santa Ana
13,13,2,Lodana
13,13,51,Ayacucho
13,13,54,Olmedo
13,13,52,Honorato Vásquez (Cab. En Vásquez)
13,13,55,San Pablo (Cab. En Pueblo Nuevo)
13,13,53,La Unión
13,14,50,Bahía De Caráquez
13,14,1,Bahía De Caráquez
13,14,2,Leonidas Plaza Gutiérrez
13,14,51, Canoa
13,14,55,Jama
13,14,52,Cojimíes
13,14,56,Pedernales
13,14,53,Charapotó
13,14,57,San Isidro
13,14,54,10 De Agosto
13,14,58,San Vicente
13,15,50,Tosagua
13,15,51,Bachillero
13,15,52,Angel Pedro Giler (La Estancilla)
13,16,50,Sucre
13,16,51,Bellavista
13,16,53,Arq. Sixto Durán Ballén
13,16,52,Noboa
13,17,50,Pedernales
13,17,51,Cojimíes
13,17,53,Atahualpa
13,17,52,10 De Agosto
13,18,50,Olmedo
13,19,50,Puerto López
13,19,51,Machalilla
13,19,52,Salango
13,20,50,Jama
13,21,50,Jaramijó
13,22,50,San Vicente
13,22,51,Canoa
14,1,50,Macas
14,1,51,Alshi (Cab. En 9 De Octubre) 
14,1,58,Sinaí
